SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,85 Brainerd Rd #506,Boston,MA,02134,725000,2,1.5,Allston,980,980,1986,11,740,596,Active,,,http://www.redfin.com/MA/Boston/85-Brainerd-Rd-02134/unit-506/home/8986083,MLS PIN,72623511,N,Y,42.3474042,-71.134768
MLS Listing,,Condo/Co-op,287-295 Hanover St Unit 5-5,Boston,MA,02113,742000,1,1.0,North End,816,816,1880,11,909,460,Active,March-8-2020 01:00 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Boston/287-Hanover-St-02113/unit-5-5/home/9278790,MLS PIN,72621484,N,Y,42.3637068,-71.0542625
MLS Listing,,Parking,377 Commonwealth,Boston,MA,02116,249000,,,Back Bay,,,,11,,38,Active,,,http://www.redfin.com/MA/Boston/377-Commonwealth-Ave-02115/unit-3/home/9270231,MLS PIN,72623447,N,Y,42.3494687,-71.0895037
MLS Listing,,Multi-Family (2-4 Unit),61 W Eagle St,Boston,MA,02128,849000,8,3.0,East Boston's Eagle Hill,2214,2500,1939,11,383,,Active,,,http://www.redfin.com/MA/Boston/61-W-Eagle-St-02128/home/9113032,MLS PIN,72623435,N,Y,42.3811876,-71.0372641
MLS Listing,,Condo/Co-op,85 E India Row Unit 23 A/B,Boston,MA,02110,2750000,3,3.5,Boston,2381,,1972,12,1155,2708,Active,,,http://www.redfin.com/MA/Boston/85-E-India-Row-02110/unit-23-A-B/home/137677892,MLS PIN,72623371,N,Y,42.3581173,-71.0497989
MLS Listing,,Condo/Co-op,1 Franklin St #2703,Boston,MA,02110,3195000,3,3.0,Midtown,1741,,2016,12,1835,2131,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-2703/home/144861105,MLS PIN,72623359,N,Y,42.3563166,-71.0595573
MLS Listing,,Condo/Co-op,250 Meridian St #505,Boston,MA,02128,939000,2,2.0,East Boston,1078,,2016,12,871,506,Active,,,http://www.redfin.com/MA/Boston/250-Meridian-St-02128/unit-505/home/102878969,MLS PIN,72623339,N,Y,42.3762796,-71.0393243
MLS Listing,,Condo/Co-op,287 Commonwealth Ave #3,Boston,MA,02115,6695000,4,3.5,Back Bay,3257,3257,1900,12,2056,1350,Active,,,http://www.redfin.com/MA/Boston/287-Commonwealth-Ave-02115/unit-3/home/9238802,MLS PIN,72623334,N,Y,42.3504282,-71.0853176
MLS Listing,,Condo/Co-op,533 E Second #301,Boston,MA,02127,1079000,2,2.0,South Boston,1245,,2020,12,867,,Active,,,http://www.redfin.com/MA/Boston/533-E-2nd-St-02127/unit-301/home/170656642,MLS PIN,72623313,N,Y,42.337013,-71.041996
MLS Listing,,Single Family Residential,160 Mt Vernon St,Boston,MA,02108,4975000,5,5.5,Beacon Hill,3850,1377,1871,12,1292,,Active,,,http://www.redfin.com/MA/Boston/160-Mt-Vernon-St-02108/home/9254555,MLS PIN,72623302,N,Y,42.357278,-71.071726
MLS Listing,,Condo/Co-op,250 Beacon St Unit 17&19,Boston,MA,02116,6575000,4,5.0,Back Bay,4150,,1930,12,1584,3076,Active,,,http://www.redfin.com/MA/Boston/250-Beacon-St-02116/unit-17-19/home/170655870,MLS PIN,72623282,N,Y,42.3537511,-71.0799775
MLS Listing,,Condo/Co-op,90 Broadway Unit 2D,Boston,MA,02116,1149000,2,2.0,Bay Village,929,929,1910,12,1237,615,Active,March-8-2020 12:00 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/BOSTON/90-BROADWAY-02116/unit-2D/home/9235089,MLS PIN,72623251,N,Y,42.349843,-71.066935
MLS Listing,,Condo/Co-op,120 Fulton St Ph 7A,Boston,MA,02109,2799000,2,2.0,Waterfront,1707,,1830,12,1640,1410,Active,,,http://www.redfin.com/MA/Boston/120-Fulton-St-02109/unit-7A/home/9278959,MLS PIN,72623131,N,Y,42.3631416,-71.0527018
MLS Listing,,Condo/Co-op,549 E 4th St #2,Boston,MA,02127,364900,0,1.0,South Boston,410,,1900,12,890,181,Active,,,http://www.redfin.com/MA/Boston/549-E-4th-St-02127/unit-2/home/169646238,MLS PIN,72622990,N,Y,42.3342542,-71.0426731
MLS Listing,,Condo/Co-op,65 Anderson St Unit 3A,Boston,MA,02114,1575000,2,2.5,Beacon Hill,1290,,1824,12,1221,551,Active,,,http://www.redfin.com/MA/Boston/65-Anderson-St-02114/unit-3A/home/9256696,MLS PIN,72622979,N,Y,42.3589764,-71.0678729
MLS Listing,,Multi-Family (2-4 Unit),653 Columbia Rd,Boston,MA,02125,1300000,99,3.0,Dorchester's Uphams Corner,4392,4395,1970,13,296,,Active,March-8-2020 12:00 PM,March-8-2020 01:30 PM,http://www.redfin.com/MA/Dorchester/653-Columbia-Rd-02125/home/145289231,MLS PIN,72622924,N,Y,42.3186049,-71.0631248
MLS Listing,,Townhouse,123-A FALCON St #1,Boston,MA,02128,539723,2,1.5,East Boston's Eagle Hill,1294,13068,1987,14,417,,Active,March-8-2020 01:00 PM,March-8-2020 03:00 PM,http://www.redfin.com/MA/Boston/123-Falcon-St-02128/unit-1/home/170634802,MLS PIN,72622772,N,Y,42.3817702,-71.03403
MLS Listing,,Townhouse,11 Taylor St Unit TH,Boston,MA,02118,2695000,2,1.5,South End,2124,705,1850,14,1269,,Active,,,http://www.redfin.com/MA/Boston/11-Taylor-St-02118/unit-TH/home/170634027,MLS PIN,72622741,N,Y,42.343857,-71.068656
MLS Listing,,Single Family Residential,11 Taylor St,Boston,MA,02118,2695000,2,1.5,South End,2124,705,1850,14,1269,,Active,,,http://www.redfin.com/MA/Boston/11-Taylor-St-02118/home/9280712,MLS PIN,72622740,N,Y,42.343857,-71.068656
MLS Listing,,Multi-Family (2-4 Unit),186 Marion St,Boston,MA,02128,799000,5,3.5,East Boston,1690,905,1900,14,473,,Active,March-8-2020 01:00 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Boston/186-Marion-St-02128/home/9118096,MLS PIN,72622731,N,Y,42.3758184,-71.0352095
MLS Listing,,Condo/Co-op,51 Bicknell #1,Boston,MA,02121,479000,2,2.0,Dorchester,1155,7556,1889,14,415,190,Active,March-8-2020 01:30 PM,March-8-2020 03:00 PM,http://www.redfin.com/MA/Boston/51-Bicknell-St-02121/unit-1/home/170633399,MLS PIN,72622711,N,Y,42.2982242,-71.0828095
MLS Listing,,Condo/Co-op,44 Washington St #1117,Brookline,MA,02445,525000,1,1.0,Brookline Village,705,,1970,14,745,637,Active,,,http://www.redfin.com/MA/Brookline/44-Washington-St-02445/unit-1117/home/11486138,MLS PIN,72622668,N,Y,42.3316128,-71.1147431
MLS Listing,,Condo/Co-op,4 Battery Wharf #4310,Boston,MA,02109,2200000,2,2.0,Waterfront,1574,1574,2008,15,1398,2441,Active,,,http://www.redfin.com/MA/Boston/4-Battery-Wharf-02109/unit-4310/home/17486379,MLS PIN,72622645,N,Y,42.3670325,-71.0501714
MLS Listing,,Multi-Family (2-4 Unit),143-145 Meridian St,Boston,MA,02128,1700000,6,3.0,East Boston,3822,1275,1910,15,445,,Active,,,http://www.redfin.com/MA/Boston/143-Meridian-St-02128/home/21720180,MLS PIN,72622519,N,Y,42.3736793,-71.0388268
MLS Listing,,Condo/Co-op,346 Congress St #512,Boston,MA,02210,669000,0,1.0,Seaport District,708,,1899,15,945,491,Active,,,http://www.redfin.com/MA/Boston/346-354-Congress-St-02210/unit-512/home/39912879,MLS PIN,72622425,N,Y,42.3513204,-71.0477495
MLS Listing,,Condo/Co-op,40 Orkney Rd #3,Boston,MA,02135,575000,2,1.0,Brighton's Cleveland Circle,807,807,1910,15,713,395,Active,,,http://www.redfin.com/MA/Boston/40-Orkney-Rd-02135/unit-3/home/9031782,MLS PIN,72622387,N,Y,42.3367099,-71.1497718
MLS Listing,,Condo/Co-op,197 8Th St #729,Boston,MA,02129,1674000,2,2.5,Charlestown's Navy Yard,1866,,1989,15,897,1969,Active,,,http://www.redfin.com/MA/Boston/197-8th-St-02129/unit-729/home/9050389,MLS PIN,72622269,N,Y,42.3733848,-71.0519798
MLS Listing,,Multi-Family (5+ Unit),148-152 South,Boston,MA,02130,2500000,7,4.5,Jamaica Plain,4608,2718,1920,15,543,,Active,,,http://www.redfin.com/MA/Jamaica-Plain/148-South-St-02130/home/170607785,MLS PIN,72622234,N,Y,42.3047353,-71.11447
MLS Listing,,Condo/Co-op,1104 Adams St #3,Boston,MA,02124,469000,1,1.0,Dorchester's Lower Mills,615,,1925,16,763,180,Active,,,http://www.redfin.com/MA/Boston/1104-Adams-St-02124/unit-3/home/170606404,MLS PIN,72622176,N,Y,42.2737074,-71.0630784
MLS Listing,,Single Family Residential,406 W First St #406,Boston,MA,02127,1100000,3,2.0,South Boston,1581,500,2012,16,696,435,Active,March-8-2020 12:30 PM,March-8-2020 01:30 PM,http://www.redfin.com/MA/Boston/406-W-First-St-02127/unit-406/home/113245553,MLS PIN,72622101,N,Y,42.3375359,-71.0435081
MLS Listing,,Townhouse,243 Chestnut Ave #2,Boston,MA,02130,1285000,3,2.0,Jamaica Plain,2334,2334,1920,16,551,550,Active,March-8-2020 12:30 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Boston/243-Chestnut-Ave-02130/unit-2/home/9300166,MLS PIN,72622031,N,Y,42.31425,-71.1084988
MLS Listing,,Single Family Residential,243 Chestnut Ave Unit B,Boston,MA,02130,1285000,3,2.0,Jamaica Plain,2334,2334,1920,16,551,550,Active,March-8-2020 12:30 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Jamaica-Plain/243-Chestnut-Ave-02130/unit-B/home/169045151,MLS PIN,72622030,N,Y,42.3143708,-71.1088618
MLS Listing,,Condo/Co-op,130 Appleton St Unit 5B,Boston,MA,02116,999000,2,1.0,South End,1063,1164,1866,16,940,576,Active,,,http://www.redfin.com/MA/Boston/130-Appleton-St-02116/unit-5B/home/9253511,MLS PIN,72622020,N,Y,42.3448246,-71.0749868
MLS Listing,,Single Family Residential,21 Cookson Ter,Boston,MA,02126,599000,3,2.5,Mattapan,2200,3468,2019,16,272,,Active,,,http://www.redfin.com/MA/Mattapan/21-Cookson-Ter-02126/home/9157506,MLS PIN,72621957,N,Y,42.2721076,-71.091015
MLS Listing,,Single Family Residential,67 Overlook Rd,Boston,MA,02132,579900,4,2.5,West Roxbury,2000,8056,2001,16,290,,Active,March-8-2020 12:00 PM,March-8-2020 01:30 PM,http://www.redfin.com/MA/West-Roxbury/67-Overlook-Rd-02132/home/9309148,MLS PIN,72621954,N,Y,42.2617055,-71.1580903
MLS Listing,,Condo/Co-op,319 A St #204,Boston,MA,02210,625000,0,1.0,Seaport District,521,,1913,16,1200,504,Active,,,http://www.redfin.com/MA/Boston/319-A-St-02210/unit-204/home/145285800,MLS PIN,72621942,N,Y,42.3488069,-71.0494346
MLS Listing,,Condo/Co-op,156 Porter St #406,Boston,MA,02128,669000,1,2.0,East Boston's Jeffries Point,1071,1071,1910,16,625,482,Active,March-8-2020 01:00 PM,March-8-2020 02:30 PM,http://www.redfin.com/MA/Boston/156-Porter-St-02128/unit-406/home/12431727,MLS PIN,72621914,N,Y,42.3713905,-71.0324272
MLS Listing,,Condo/Co-op,170 Tremont St #1701,Boston,MA,02111,1799000,3,2.0,Midtown,1430,1430,1989,16,1258,1965,Active,March-8-2020 01:30 PM,March-8-2020 02:30 PM,http://www.redfin.com/MA/Boston/170-Tremont-St-02111/unit-1701/home/9232391,MLS PIN,72621867,N,Y,42.3536576,-71.063854
MLS Listing,,Condo/Co-op,180 Telford St #221,Boston,MA,02135,669000,1,1.0,Allston,783,,2018,16,854,618,Active,,,http://www.redfin.com/MA/Boston/180-Telford-St-02135/unit-221/home/114012895,MLS PIN,72621804,N,Y,42.3638661,-71.1376193
MLS Listing,,Condo/Co-op,65 Glen Rd Unit H1,Brookline,MA,02445,599000,2,2.0,Brookline,949,,1900,16,631,700,Active,,,http://www.redfin.com/MA/Brookline/65-Glen-Rd-02445/unit-H1/home/11489147,MLS PIN,72621795,N,Y,42.3269579,-71.1172823
MLS Listing,,Multi-Family (2-4 Unit),15 greycliff,Boston,MA,02135,1699999,6,4.0,Brighton's Cleveland Circle,3701,4500,1920,16,459,,Active,March-8-2020 12:00 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Brighton/15-Greycliff-Rd-02135/home/9039249,MLS PIN,72621782,N,Y,42.3407249,-71.160935
MLS Listing,,Condo/Co-op,2779 Washington St #4,Boston,MA,02119,519000,3,2.5,Roxbury's Fort Hill,1417,1417,2007,16,366,218,Active,,,http://www.redfin.com/MA/Boston/2779-Washington-St-02119/unit-4/home/12386749,MLS PIN,72621784,N,Y,42.3219233,-71.0913478
MLS Listing,,Multi-Family (2-4 Unit),4 Wallingford Rd,Boston,MA,02135,1900000,6,4.5,Brighton,2432,2480,1920,16,781,,Active,,,http://www.redfin.com/MA/Brighton/4-Wallingford-Rd-02135/home/9025720,MLS PIN,72621775,N,Y,42.34117,-71.1510947
MLS Listing,,Condo/Co-op,21 Father Francis Gilday St #510,Boston,MA,02118,995000,2,2.0,South End,1186,1186,1900,16,839,832,Active,March-8-2020 12:00 PM,March-8-2020 01:30 PM,http://www.redfin.com/MA/Boston/21-Father-Francis-Gilday-St-02118/unit-510/home/21718321,MLS PIN,72621766,N,Y,42.3371558,-71.0732041
MLS Listing,,Condo/Co-op,11 Dartmouth Pl #3,Boston,MA,02116,1250000,2,1.0,South End,1090,1090,1860,16,1147,376,Active,March-8-2020 12:00 PM,March-8-2020 01:30 PM,http://www.redfin.com/MA/Boston/11-Dartmouth-Pl-02116/unit-3/home/9242658,MLS PIN,72621763,N,Y,42.3449696,-71.0735365
MLS Listing,,Multi-Family (2-4 Unit),104 Jamaica St,Boston,MA,02130,849000,6,2.0,Jamaica Plain,1843,3880,1880,16,461,,Active,March-8-2020 11:00 AM,March-8-2020 12:00 PM,http://www.redfin.com/MA/Jamaica-Plain/104-Jamaica-St-02130/home/9149768,MLS PIN,72621745,N,Y,42.3058681,-71.1164834
MLS Listing,,Condo/Co-op,17 Harvest St #1,Boston,MA,02125,549000,2,2.0,Dorchester,1169,1319,1900,16,470,278,Active,March-8-2020 12:00 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Boston/17-Harvest-St-02125/unit-1/home/9311722,MLS PIN,72621702,N,Y,42.3229788,-71.0577717
MLS Listing,,Condo/Co-op,350 W Broadway #10,Boston,MA,02127,1699000,3,2.5,South Boston,1746,1746,2014,16,973,684,Active,,,http://www.redfin.com/MA/Boston/350-W-Broadway-02127/unit-10/home/54544537,MLS PIN,72621670,N,Y,42.3383228,-71.0494676
MLS Listing,,Condo/Co-op,89 Lyndhurst St #4,Boston,MA,02124,364000,3,1.0,Boston,819,819,1899,17,444,300,Active,,,http://www.redfin.com/MA/Boston/89-Lyndhurst-St-02124/unit-4/home/9305572,MLS PIN,72621621,N,Y,42.2932344,-71.0677801
MLS Listing,,Multi-Family (2-4 Unit),255 Webster St,Boston,MA,02128,1375000,7,3.5,East Boston's Jeffries Point,2871,1800,1900,17,479,,Active,March-8-2020 11:00 AM,March-8-2020 01:00 PM,http://www.redfin.com/MA/Boston/255-Webster-St-02128/home/9305858,MLS PIN,72621617,N,Y,42.3645757,-71.0316077
MLS Listing,,Condo/Co-op,156 L St,Boston,MA,02127,825000,2,2.0,South Boston,1335,1335,1885,17,618,200,Active,,,http://www.redfin.com/MA/Boston/156-L-St-02127/unit-1/home/113232136,MLS PIN,72621578,N,Y,42.3326729,-71.0350657
MLS Listing,,Condo/Co-op,23 Trenton St #1,Boston,MA,02129,829000,2,2.0,Charlestown,1130,,1880,17,734,140,Active,March-8-2020 12:00 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Boston/23-Trenton-St-02129/unit-1/home/40293017,MLS PIN,72621571,N,Y,42.3780873,-71.0613643
MLS Listing,,Condo/Co-op,255 Northampton St #203,Boston,MA,02118,825000,1,1.0,South End,1020,1020,2006,17,809,316,Active,March-8-2020 02:00 PM,March-8-2020 03:30 PM,http://www.redfin.com/MA/Boston/255-Northampton-St-02118/unit-203/home/21718699,MLS PIN,72621541,N,Y,42.3394718,-71.0814708
MLS Listing,,Condo/Co-op,410 W Broadway St #201,Boston,MA,02127,899900,3,2.0,South Boston,1215,,2019,17,741,385,Active,March-8-2020 11:00 AM,March-8-2020 12:30 PM,http://www.redfin.com/MA/Boston/410-W-Broadway-02127/unit-201/home/170599288,MLS PIN,72621504,N,Y,42.3372584,-71.0477571
MLS Listing,,Condo/Co-op,1 Franklin St #1011,Boston,MA,02110,1150000,1,1.0,Midtown,948,,2016,17,1213,606,Active,March-8-2020 12:00 PM,March-8-2020 01:30 PM,http://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-1011/home/140110145,MLS PIN,72621501,N,Y,42.3563166,-71.0595573
MLS Listing,,Condo/Co-op,1 Nassau St Unit pkg 107,Boston,MA,02111,75000,0,,Boston,,,2004,17,,103,Active,,,http://www.redfin.com/MA/Boston/1-Nassau-St-02111/unit-pkg-107/home/170598989,MLS PIN,72621465,N,Y,42.3487275,-71.0629888
MLS Listing,,Condo/Co-op,1 Charles St S Unit 4G,Boston,MA,02116,2095000,2,2.5,Back Bay,1753,,2004,17,1195,2022,Active,,,http://www.redfin.com/MA/Boston/1-Charles-St-S-02116/unit-4G/home/9329262,MLS PIN,72621459,N,Y,42.3511397,-71.0671978
MLS Listing,,Condo/Co-op,50 Rutland Sq #1,Boston,MA,02118,1649000,2,2.5,South End,1574,,1860,17,1048,418,Active,March-8-2020 12:00 PM,March-8-2020 01:30 PM,http://www.redfin.com/MA/Boston/50-Rutland-Sq-02118/unit-1/home/9284271,MLS PIN,72621331,N,Y,42.3421452,-71.0788381
MLS Listing,,Condo/Co-op,1 Franklin St #4001,Boston,MA,02110,2995000,2,2.5,Midtown,1589,,2016,17,1885,1998,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-4001/home/145254626,MLS PIN,72621316,N,Y,42.3563166,-71.0595573
MLS Listing,,Condo/Co-op,1790 Columbia Rd Unit B,Boston,MA,02127,839000,3,1.0,South Boston,934,934,1920,17,898,110,Active,,,http://www.redfin.com/MA/Boston/1790-Columbia-Rd-02127/unit-B/home/9191897,MLS PIN,72621092,N,Y,42.3318935,-71.0295184
MLS Listing,,Condo/Co-op,1 Nassau St #2204,Boston,MA,02111,1250000,2,2.5,Midtown,1749,1749,2004,18,715,2519,Active,,,http://www.redfin.com/MA/Boston/1-Nassau-St-02111/unit-2204/home/9329629,MLS PIN,72620932,N,Y,42.348524,-71.0629362
